"","V1","V2"
"1",0.926753342151642,0.0732466354966164
"2",0.924354672431946,0.0756452828645706
"3",0.927319169044495,0.0726808235049248
"4",0.080486573278904,0.919513404369354
"5",0.92705762386322,0.0729424059391022
"6",0.928235948085785,0.0717639923095703
"7",0.693389475345612,0.306610465049744
"8",0.0805376991629601,0.919462323188782
"9",0.925161302089691,0.0748387202620506
"10",0.0807147324085236,0.919285237789154
"11",0.599155128002167,0.400844812393188
"12",0.419990807771683,0.58000922203064
"13",0.925543606281281,0.0744563415646553
"14",0.927118957042694,0.0728810057044029
"15",0.926473796367645,0.0735261738300323
"16",0.929703056812286,0.0702969282865524
"17",0.354363620281219,0.645636379718781
"18",0.917621076107025,0.0823788642883301
"19",0.170737385749817,0.829262614250183
"20",0.925737082958221,0.0742628648877144
"21",0.925339341163635,0.07466059923172
"22",0.373403936624527,0.626596033573151
"23",0.92533928155899,0.0746606960892677
"24",0.0805470421910286,0.919452965259552
"25",0.388261258602142,0.611738741397858
"26",0.0804857760667801,0.919514238834381
"27",0.601470470428467,0.398529469966888
"28",0.977059602737427,0.0229404028505087
"29",0.926509737968445,0.0734902620315552
"30",0.926513075828552,0.0734868794679642
"31",0.422016173601151,0.577983796596527
"32",0.957418203353882,0.0425817929208279
"33",0.607828974723816,0.392171055078506
"34",0.622786045074463,0.377213895320892
"35",0.925339341163635,0.07466059923172
"36",0.923719048500061,0.076280951499939
"37",0.817688345909119,0.182311654090881
"38",0.598505616188049,0.401494324207306
"39",0.926523923873901,0.073476105928421
"40",0.925546765327454,0.0744532272219658
"41",0.0805201902985573,0.919479787349701
"42",0.428641140460968,0.571358859539032
"43",0.917961955070496,0.082038052380085
"44",0.78800642490387,0.211993560194969
"45",0.925533056259155,0.0744669660925865
"46",0.0813817456364632,0.918618261814117
"47",0.15807943046093,0.841920554637909
"48",0.4200718998909,0.5799281001091
"49",0.926659941673279,0.0733400732278824
"50",0.927010059356689,0.0729899182915688
"51",0.61400830745697,0.385991632938385
"52",0.422034025192261,0.577965974807739
"53",0.925546765327454,0.0744532272219658
"54",0.0804866552352905,0.919513344764709
"55",0.926599681377411,0.0734003037214279
"56",0.92861270904541,0.0713872388005257
"57",0.925536632537842,0.0744633451104164
"58",0.818227529525757,0.181772500276566
"59",0.926970481872559,0.0730295106768608
"60",0.601610243320465,0.39838969707489
"61",0.424760788679123,0.575239241123199
"62",0.722203552722931,0.277796447277069
"63",0.928554654121399,0.0714453235268593
"64",0.973133206367493,0.0268668010830879
"65",0.0805170685052872,0.919482946395874
"66",0.926690399646759,0.0733095556497574
"67",0.610928058624268,0.389071851968765
"68",0.444767475128174,0.555232524871826
"69",0.973553776741028,0.0264461990445852
"70",0.925332129001617,0.0746678784489632
"71",0.928389966487885,0.0716099962592125
"72",0.116974264383316,0.883025765419006
"73",0.925339341163635,0.07466059923172
"74",0.310076624155045,0.689923405647278
"75",0.109504275023937,0.890495717525482
"76",0.917622447013855,0.0823775306344032
"77",0.926366329193115,0.0736336335539818
"78",0.925752818584442,0.0742471367120743
"79",0.0804852992296219,0.919514715671539
"80",0.926196575164795,0.0738033726811409
"81",0.926915526390076,0.0730844736099243
"82",0.928781926631927,0.0712180510163307
"83",0.59841775894165,0.401582211256027
"84",0.926067769527435,0.0739322528243065
"85",0.923436462879181,0.0765635296702385
"86",0.0804852992296219,0.919514715671539
"87",0.9240443110466,0.0759556815028191
"88",0.925525724887848,0.0744742527604103
"89",0.928423464298248,0.0715765282511711
"90",0.974285542964935,0.0257144775241613
"91",0.924367010593414,0.0756330192089081
"92",0.925240933895111,0.0747590288519859
"93",0.0804852992296219,0.919514715671539
"94",0.973637998104095,0.0263620093464851
"95",0.943581521511078,0.0564184598624706
"96",0.160255834460258,0.83974415063858
"97",0.0804853737354279,0.919514656066895
"98",0.0856605097651482,0.914339482784271
"99",0.431489557027817,0.568510413169861
"100",0.0805436372756958,0.919456362724304
"101",0.784721791744232,0.215278163552284
"102",0.416851699352264,0.583148300647736
"103",0.917622447013855,0.0823775306344032
"104",0.996537446975708,0.00346255605109036
"105",0.921953797340393,0.0780462175607681
"106",0.0805095285177231,0.919490456581116
"107",0.817688345909119,0.182311654090881
"108",0.92531943321228,0.0746805369853973
"109",0.100139036774635,0.899860978126526
"110",0.0804954469203949,0.919504523277283
"111",0.60241037607193,0.397589564323425
"112",0.926946341991425,0.073053665459156
"113",0.490339905023575,0.509660124778748
"114",0.9265998005867,0.0734001770615578
"115",0.0804959759116173,0.919504046440125
"116",0.603286862373352,0.396713048219681
"117",0.929526627063751,0.0704733654856682
"118",0.080498993396759,0.919501006603241
"119",0.400677800178528,0.599322199821472
"120",0.926106333732605,0.0738936141133308
"121",0.92592453956604,0.0740754455327988
"122",0.926912307739258,0.0730877071619034
"123",0.080485463142395,0.919514536857605
"124",0.0807116702198982,0.919288337230682
"125",0.927208483219147,0.0727915167808533
"126",0.424502104520798,0.575497925281525
"127",0.925468325614929,0.0745316296815872
"128",0.926509737968445,0.0734902620315552
"129",0.509579122066498,0.49042084813118
"130",0.925445675849915,0.0745542570948601
"131",0.0804853141307831,0.919514656066895
"132",0.92266058921814,0.0773394107818604
"133",0.591493487358093,0.40850642323494
"134",0.925457060337067,0.074542909860611
